vowel,category,F1_mean,F2_mean,F3_mean,F1_std,F2_std,F3_std,F1_min,F2_min,F3_min,F1_max,F2_max,F3_max,F0_mean,F0_std,F0_min,F0_max,F0_range,duration,sample_rate,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,F2_F1_ratio,F3_F2_ratio,F3_F1_ratio,formant_dispersion
e,child_3yo,1504.7711362378182,2813.1095146027214,4126.02706813851,68.1416593098772,122.5088081329722,166.82222532561906,1415.2646803186728,2643.589474464362,3868.7820449942765,1629.4283781167733,3032.4048547518055,4419.466845865614,311.7891692295141,164.52085093175378,122.44897959183673,600.0,477.55102040816325,0.18829166666666666,24000,-71.86634,159.57632,19.91127,11.975817,-17.71627,9.719363,4.5493603,2.6933038,-0.012507234,1.0564743,-1.5500076,1.6197912,0.0336885,1.3113945,-0.16321117,1.456238,1.3049123,2.2930155,1.7028066,1.6114426,-1.3000524,1.2195356,-2.5793064,4.339011,-4.4176726,4.6562605,4776.11857315176,657.7630233836301,3351.777777495238,78.19335971281602,9066.40625,637.3774391990981,1.8694600440276719,1.4667139856164484,2.7419631921265277,1310.627965950346
e,child_3yo,1253.1326460981063,2468.50290218416,4029.061665420542,318.2933680128379,530.7806364384458,559.238270037445,335.29625567755016,1494.0222085961127,2899.8646045185224,1877.8015207364747,3874.3556840730052,5797.663134573622,257.1076859851294,66.12293141275487,226.41509433962264,600.0,373.58490566037733,0.6161666666666666,24000,-22.074678,46.603603,26.338936,5.7904353,-25.693144,4.515727,0.1729491,5.133708,-0.6966555,4.9584694,-5.269971,3.555168,-12.0711,10.898292,-10.597663,6.7607284,-2.227832,3.8954933,5.8165693,5.5579095,3.6474042,3.804796,-1.5669776,5.05107,-4.1504474,5.5301056,3817.7969919702964,204.27067943733653,3295.771176908463,93.36658246931796,8136.449353448276,448.55581592887967,1.9698656082980253,1.63218834454502,3.2151916861841228,1387.9645096612178
o,adult_female,1102.4253389082928,2569.560680356159,4130.225516519856,292.2970181736455,374.2703418597049,408.9103532207612,755.8191659861593,2019.7639349696371,3676.7804112549666,1629.2045783527547,3590.1158050116296,5506.839638856025,241.99877850786268,93.87963168078272,184.6153846153846,400.0,215.3846153846154,0.26408333333333334,24000,-135.215,205.58884,32.211807,19.197939,-9.423149,5.258381,-1.0914092,4.934516,-3.4262643,7.383193,-6.880859,3.7819297,-6.881852,4.0024695,-6.729543,7.536978,-8.825063,8.138586,-3.5768995,3.1650593,-0.82673705,3.4741428,0.5593935,6.285715,-2.2529082,1.91755,3335.7038501815323,1543.18116122054,2914.6419494916377,1244.6576143196762,7169.170673076923,3118.980223832938,2.330825126806989,1.6073664062867656,3.746490007758644,1513.9000888057815
u,child_3yo,1185.9328155387323,2548.305927805683,4158.592379353153,285.31781207397427,677.1151066050606,550.0745623199945,753.4339515621344,1520.3383909557067,3140.9178208013745,1531.2026119127786,3661.667453460984,5220.707385208231,240.45387213615416,9.742727738394683,200.0,252.6315789473684,52.63157894736841,0.23541666666666666,24000,-24.909063,31.729303,45.66101,12.253634,-15.021148,2.8558023,2.4584887,2.5735462,-3.5436814,5.089667,-5.6094437,6.730668,-6.784036,4.5534563,-8.151124,4.9975915,0.22145025,3.322502,4.767325,2.1912403,1.9496595,1.8811715,1.2314204,2.390433,-5.4902377,3.3742747,3631.9770699189426,224.54001720251017,3330.9347411335057,60.76142354024116,7952.1484375,347.84684689392105,2.148777649472552,1.6319046838046125,3.506600310628924,1486.3297819072104
u,adult_male,1056.9879370956003,2435.1553349232977,3996.389775783248,407.28270463366874,521.4051417353086,435.03855203107275,588.4426631640819,1648.3397086620143,3496.3034384908724,1943.1474275863716,3804.986422547452,5551.368398013844,185.3224135700709,101.25024697850412,115.38461538461539,400.0,284.61538461538464,0.25125,24000,-40.26036,142.95973,67.7017,11.888495,-9.887281,12.559392,5.8627534,5.9176784,-1.4881468,6.4002814,-8.125087,5.520578,-13.145485,4.633837,-16.637144,5.229535,-10.35773,4.3670206,5.0500283,4.0527725,3.415387,6.0690293,1.5327063,5.752459,-0.86598176,3.0928924,3148.802584294112,233.5634762388543,3150.774431022453,34.30577946019534,7056.640625,270.28737916148503,2.303862938696005,1.641123142523935,3.7809227858972156,1469.700919343824
o,adult_female,1133.3546129524796,2678.4641951292365,3972.792291188637,333.4289961875911,435.02900962760657,305.39033674304943,345.3007694180882,1725.655758278384,3211.4126003378537,1640.3684839503057,3390.2232548705188,4845.50762133997,223.46173764849752,44.88033038230697,106.19469026548673,400.0,293.8053097345133,0.251625,24000,-21.108614,44.3543,45.374355,13.178153,-7.415919,6.924526,6.102218,6.5032477,-2.4927142,4.6196055,-3.9657156,4.565,1.4143786,4.511685,-4.131804,6.8822513,-3.9379575,4.6364474,-1.036189,2.294793,-2.739426,3.1071584,-1.2911919,1.5210698,-0.932765,2.2938135,3917.2988348295744,487.70651861655585,3455.172667208591,125.97601237442733,8466.796875,617.1473236527862,2.363306386649473,1.483235168277823,3.505339146094085,1419.718839118079
o,adult_female,1222.229832380989,2542.1320447064077,3867.77130164383,309.61945476918095,266.23257790895497,319.57528541911836,732.8605388380705,2071.756793083929,3333.5836093965736,1629.463963146298,3032.42399132533,4419.479301562436,284.137572843008,85.2128037535465,208.69565217391303,400.0,191.30434782608697,0.2517083333333333,24000,-129.11765,224.44972,32.84012,26.07563,-11.067159,10.983316,-0.5172078,3.0192163,0.97535586,3.578302,-4.6589313,4.7576385,-6.3699346,6.707055,-3.5558653,4.807985,-4.2055726,3.2696323,-1.5269812,2.532033,-1.2533664,3.314092,-0.35127077,1.9075686,-1.7541186,2.4310055,3934.7084222991793,1516.3832520601588,3120.2180261411486,943.3768039722985,8009.765625,2557.9309434912275,2.0799132678296335,1.5214675058669194,3.164520452024266,1322.7707346314205
e,adult_male,1541.7109300457225,2969.886478598266,4368.648526097397,727.6294104809174,632.6533876699601,681.5979592557835,385.24148866680235,2316.840850954573,3701.749081629271,2427.8139218645665,3948.2914434764966,5772.201116600301,158.79195268811722,85.51270654979938,118.81188118811882,400.0,281.18811881188117,0.284125,24000,-70.8805,124.06231,47.45401,10.032536,-15.028799,7.837065,17.031952,8.521781,4.166821,8.678365,-8.809476,5.5431385,-3.374681,9.183566,-3.7364895,4.6275234,-6.2855873,6.873412,-8.044847,6.720783,-8.836584,6.3367434,-1.4835403,5.526946,1.7503809,3.4416523,3785.138102857419,256.7610731554696,3244.6059773484185,120.69837034229435,7818.917410714285,578.3071004961425,1.9263575425972934,1.4709816545443588,2.8336366052537723,1413.4687980258373
u,adult_female,1109.1578948579086,2562.143970813516,4178.294188887973,154.70100633976975,329.1096139487858,567.431201018627,916.966669277181,1617.330990671291,2670.1097176731987,1504.3290406294016,2928.247182749011,4880.861778545088,202.6611630524054,45.500996258495995,186.04651162790697,400.0,213.95348837209303,0.223,24000,-22.994478,52.542385,44.07784,5.148517,-17.5674,4.4510255,-8.1971655,6.4761357,-8.791015,5.010944,-2.7372077,5.3660746,-6.3434324,5.122923,1.1442968,1.0992482,-1.1014136,2.1908298,-4.103778,2.541318,1.2153859,2.8184571,-1.3974544,2.2175345,-4.1205034,2.0490808,3704.692368876818,285.8263603725348,3335.839405609797,121.05480250288903,7993.252840909091,449.0105462082999,2.3099902932591445,1.6307804075355326,3.7670869118442725,1534.5681470150323
u,adult_male,1194.1101178140498,2818.5897600247695,3945.2915885302878,178.73862078633266,642.5301145308769,481.8927120381037,995.6373183862748,1590.9073756503901,3126.7621285350087,1505.4861965222697,3935.833554141033,5074.509404302127,245.9639568421415,136.55810293714472,121.21212121212122,400.0,278.78787878787875,0.26729166666666665,24000,-218.88861,280.46655,45.561653,29.31307,-5.6984425,5.3922834,0.2436307,7.7115836,-7.2780566,5.0745134,1.5628732,4.2743115,1.955173,3.7323582,-0.40542537,4.415965,-3.636288,3.1040485,0.27182928,2.9692543,0.24989997,2.3217971,-2.0918517,2.3872454,-1.1464976,1.4087342,2829.245590694072,1589.610388649086,2524.1191620323957,1391.6784608806292,6054.086538461538,3331.6068673889495,2.36041024858286,1.399739559294935,3.303959601106621,1375.590735358119
o,child_3yo,1244.177279774172,2468.962739435363,4093.2941838547868,365.08313612705814,677.1336308723068,732.8288356625918,521.4676746587099,1355.560890003336,2737.2153892362985,1699.139362481378,3881.2396147622608,5411.140387282917,336.09919962781794,114.472760878817,147.23926380368098,600.0,452.76073619631904,0.49404166666666666,24000,-85.26648,174.86575,20.583834,13.1671295,-8.623429,6.0555444,3.4870923,2.8928,-1.1873128,3.0132444,-2.943366,2.5924957,-5.304754,3.649749,-4.7847657,3.9696646,-3.033347,2.5881798,1.7507862,2.640865,4.416745,3.2998888,-1.8780588,2.4774668,-3.6173546,3.3719413,3661.514527418301,1483.3370637496332,3043.1239051537564,1151.9015550269444,7655.76171875,2938.106027950469,1.984413941302239,1.6579003475730456,3.289960563013779,1424.5584520403074
u,child_7yo,1177.344761783915,2378.449200367691,4116.120626195162,365.9377536658805,432.7569616603235,406.29443045501165,645.9954607171176,1673.723107176749,3156.3648436697426,1916.1993593399388,3825.9288189522654,4806.107908933407,244.95958854891322,9.826200420260184,235.2941176470588,269.6629213483146,34.368803701255814,0.25916666666666666,24000,-24.922997,45.742447,41.024944,11.510701,-19.00108,4.6587586,1.9316205,4.620077,-1.500767,3.2888684,-8.003602,6.9405727,-11.794837,6.6775713,-6.976372,5.1301274,4.863925,6.8007617,4.5311007,4.7758713,-1.7319914,3.4950106,-0.40443435,3.0240815,-4.3182793,5.2954135,3658.7581606490025,242.23845845088675,3307.1453917103863,79.81528137549145,7975.961538461538,432.9851773272765,2.020180730038549,1.730590094402201,3.4961047603069204,1469.3879322056237
u,adult_female,1398.3529308200011,2939.30735438833,4472.3351267854705,505.88077501736035,530.0227476231497,737.7607657049804,755.8464434127127,2251.341381659588,3380.692329790424,2185.4488680736076,3626.53448244572,5667.479907786125,209.1377118580095,40.70742331669373,198.34710743801654,400.0,201.65289256198346,0.25045833333333334,24000,-30.625605,54.182716,35.268337,10.482951,-9.384996,2.4928591,8.817964,5.252906,-0.23534302,3.8193498,-5.811943,3.38761,-2.6802561,4.83202,-3.2699203,5.0228057,-3.187809,3.7396026,-5.611677,5.0594654,-9.948222,4.6180267,-7.121425,4.485938,1.2482615,5.879951,3753.9221805412544,238.89222281288193,3479.6179199549406,36.934882666397925,8340.8203125,288.2481005458002,2.1019781841946767,1.521560894306735,3.198287805756499,1536.9910979827346
u,child_5yo,1325.8237903464008,2464.610045282971,4032.054766151492,118.25200808460941,275.2355084286764,204.60083540283952,1061.984490150373,1861.1144691023762,3503.8108142661017,1629.005637863325,3032.177447166786,4419.3188170179,295.499083555952,109.16577200711737,123.71134020618557,600.0,476.2886597938144,0.30175,24000,-45.568798,158.42677,29.818447,15.442534,-14.466776,5.6070957,-0.4197513,2.3576252,1.9021887,2.9946594,-0.45686424,2.3276575,-1.8624301,2.1675985,-2.2322032,4.1556263,-1.5503312,3.7866821,-1.7686542,3.6737635,-2.6582491,3.7572048,0.2372852,1.8993,-0.6836551,1.0550865,3930.424895561227,1094.7247418236936,3233.176413873285,867.4140116983219,8211.71875,2230.10600706208,1.858927304841194,1.6359808213345803,3.0411694189753744,1353.1154879025457
e,adult_male,1526.8397648246923,2479.984901195524,4050.765862612344,331.2964374480329,541.558982189625,422.97657042041516,641.9523351380949,1830.7501171598674,3483.820068415799,2030.514783775673,3357.724038680098,4913.001392517238,106.31388912531776,4.7007985873814135,100.0,115.38461538461539,15.384615384615387,0.14808333333333334,24000,-10.240853,15.248796,56.24255,6.4495044,-15.242274,5.292056,7.6700044,3.9289129,8.495233,5.088634,-2.6589522,3.3769164,-9.966483,5.157835,-10.942676,1.3471076,-0.44451523,4.5125084,6.980716,1.6847498,0.035701275,3.816168,1.0358756,3.404509,3.0238721,1.7080147,3705.103927354781,153.79536755390797,3295.814744613714,47.9610152331647,8057.477678571428,356.9815134997168,1.6242600948242065,1.6333832761076872,2.653039274934945,1261.9630488938258
e,child_5yo,1265.5784679867609,3194.7007924633017,4314.2864728473,147.7461105781057,184.91397814158464,178.80640344681655,1094.4110269451635,3001.0581398274517,4101.415280443906,1621.4821985237857,3639.8016494124167,4750.705959077972,386.07594936708864,135.30184795898606,300.0,600.0,300.0,0.23925,24000,-107.70736,227.45578,6.4547615,5.825488,-8.71131,5.89665,9.790177,5.688591,-5.833941,4.177824,-1.9438342,2.6230438,4.894129,3.6483905,-3.7886698,2.59972,-1.9954637,3.03761,-2.6851814,1.5144908,-6.0193925,3.795461,-6.240339,4.163729,-4.958164,3.615459,4126.284557663736,1874.687755162261,2841.4378823845686,1271.9476588998873,7766.6015625,3485.916549366601,2.524300842084745,1.3504508725903974,3.408944274874018,1524.3540024302692
e,child_3yo,1248.0066214521692,2795.592175341374,4262.174641063783,234.9571591019744,478.3129986801377,373.43831978758743,899.0725356478324,2061.730833868848,3468.0203377590865,1629.3071816689564,3555.6102592728985,4778.317065514635,558.1400715357101,118.39826308503146,222.22222222222223,600.0,377.77777777777777,0.303125,24000,-244.7599,257.31198,14.899496,15.417571,2.480758,3.3873088,-6.4523764,7.804864,-0.09202979,3.5916119,-0.651651,3.1603673,2.8866186,4.6288705,-5.238424,5.488139,-0.7945551,4.9010153,-6.0122466,7.440774,-0.87871647,1.9890149,-1.0783551,1.5492096,3.7342055,4.3619523,3663.398176486894,2625.7205632734494,2601.7223634480956,1855.7216490085802,7029.6875,4981.467485645859,2.2400459479040653,1.5246052978179203,3.415185919530103,1507.084009805807
u,adult_male,1198.3730914176606,2403.9835518577866,3777.5015409234065,58.18630705606476,240.30768078222874,226.24842744728778,1101.5193468908103,1834.0826505299121,3432.298933067116,1305.8651208388874,2877.692908071317,4157.449165700256,110.7739257997806,23.500629126726704,99.17355371900827,184.6153846153846,85.44183089637635,0.14891666666666667,24000,-11.4574585,26.51978,77.080345,8.176711,-18.016191,3.7753491,-4.2568507,6.122118,-0.3440868,4.1157937,-1.9425079,1.9718593,1.6123483,0.7798537,0.7091131,2.8081856,-2.3154469,1.0770745,6.419213,1.2938864,6.0704126,5.4538097,4.89178,2.5366998,2.7907233,2.6325548,3155.0622409623347,169.74313450309765,3157.4445001496997,77.6921683415531,7153.459821428572,427.5959357144044,2.0060393287151532,1.5713508264248197,3.1521915570172463,1289.564224752873
u,child_3yo,1184.8871318728359,2666.782715379369,4003.3374597973775,155.24666589916578,274.53043687821753,467.645308050912,993.459499197291,1994.7063583389345,3176.964735699899,1500.0054186984896,3000.009830227209,4753.605729492968,373.9814095830892,179.71204125997855,220.1834862385321,600.0,379.8165137614679,0.33516666666666667,24000,-149.68887,240.73633,30.485168,19.945795,-8.497978,8.563922,-0.8906111,8.092812,-0.31302202,6.014257,-2.0695786,2.4639466,0.076161355,3.3061097,-1.9437535,3.5601916,-2.9379046,5.9036217,-5.717622,5.085086,-1.1348927,3.3033123,-1.0174714,1.4114971,-2.0108614,2.985755,3029.1118705190884,1763.2371977423948,2636.156319453764,1527.7903775033924,6561.767578125,3812.2258869499,2.250663918650416,1.501186218400952,3.378665656930286,1409.225163962271
e,child_7yo,1895.6572265456575,3317.7011805070956,4553.121104890218,277.49900918927517,154.2620774960344,127.05853396755283,1371.6098448771718,3030.1437325204765,4386.976813481558,2457.3225928757806,3578.5053188329734,4800.865789694445,279.91740495439706,85.51995659441502,134.0782122905028,600.0,465.9217877094972,0.24045833333333333,24000,-15.361412,39.58681,-5.0262384,4.062133,0.25827014,4.322176,11.706383,6.5324006,-4.8037,3.2075403,-7.801494,5.113236,-0.9064407,3.39104,-2.8815978,3.1193004,-6.964378,5.834007,3.8777497,2.3030288,-1.7230877,2.4705322,-0.54863757,3.0404913,0.83447284,1.4661672,5619.253655728736,257.58542963706776,3398.7993481316116,56.93967902045389,9785.15625,297.46549005462384,1.7501588019437162,1.3723722713913293,2.4018694103190255,1328.7319391722801
o,child_5yo,1351.4871824292195,2406.724062295627,3992.6853263989046,126.79638591018946,264.60560555095634,375.3729734744987,1001.5095256406082,1929.4052036027954,3485.866430957713,1576.2163289376797,3015.8949741872593,4837.37043974345,268.0068984253077,4.860878305403551,263.7362637362637,279.06976744186045,15.33350370559674,0.20879166666666665,24000,2.6424212,29.016834,35.222553,6.942681,-27.998362,6.075075,-2.036887,4.380853,-2.0104053,4.4990726,0.9930444,5.3977594,1.2505178,4.4760613,-1.5256808,4.1681533,-1.0376855,5.604573,2.537929,2.2448645,-0.24257489,4.3196697,-3.8276374,4.7720265,-1.3852675,3.6810014,3927.2322758254595,140.349450718673,3273.057256017461,34.24624209802322,8107.03125,224.9145345493761,1.78079680931171,1.6589709593008042,2.9542901910636585,1320.5990719848426
e,adult_male,2061.403198953157,3242.859406231596,4514.264208215973,540.1873197816725,509.11481301691396,503.9027696837902,757.0355595486234,2417.6780749184086,3689.296941489432,2709.4858603326684,3924.651838754662,5392.106810424512,67.98981106517537,10.516569681736419,60.992133165321015,87.39744331540122,26.405310150080204,0.20375,24000,-2.396317,24.160173,30.357382,5.8835025,-8.199018,7.118633,29.824167,7.914199,8.590054,5.22542,-11.3583555,3.938196,-5.9473667,10.280138,3.0039024,4.7841854,-0.46274272,6.1643033,-0.68110055,4.8376026,-4.301052,5.6228514,-1.4152396,2.6786883,4.310987,5.501106,4283.786868947696,177.34718024007708,3313.879871329488,31.197323324480678,8419.921875,150.0960995873248,1.5731320334995205,1.392062881153959,2.189898710988929,1226.430504631408
e,child_3yo,1292.89236015541,3027.5308380977112,4184.359946396703,238.5159394315839,149.07811708600994,248.06749905843222,981.1769578908198,2862.338299164296,3861.245279233405,1628.6768674969485,3368.887692743685,4512.264418332528,498.1971186065307,151.17412168010696,147.23926380368098,600.0,452.76073619631904,0.272875,24000,-370.7648,310.59647,-4.501917,6.715795,-0.9163403,4.1956067,6.29526,8.331572,-2.9922345,3.6196213,-2.1246297,3.2258906,0.19721028,1.6508824,1.2400894,4.256275,-2.1830313,3.6101866,-0.055222604,0.7167238,0.026725613,0.9468917,-0.9814898,2.3265266,0.29418945,3.0003583,2974.010269898888,2762.9779621650796,1809.6710004671186,1677.2343054350167,5210.336538461538,4831.861779312409,2.341672772924261,1.3821031626636915,3.2364333453820775,1445.7337931206466
a,adult_female,1119.070688312797,2579.062888395606,3984.745830483897,204.3885902243791,215.90910145245923,246.52640170370296,901.8560289091371,2277.3094006965594,3315.923161013462,1598.5765494277248,3007.5402900802155,4547.333063085967,215.94532287102706,48.415551084051536,200.0,400.0,200.0,0.333125,24000,-17.924189,68.870125,33.222034,4.9849253,-17.080091,3.9733033,6.4250994,3.6783414,-2.6373582,3.6646016,-3.8878467,6.2542596,-6.9799848,6.205179,-1.236359,3.1676219,-0.84756625,2.207683,0.66385686,2.7410643,1.8071003,2.7852805,1.7070887,2.2739315,-2.0742497,1.9823647,3996.4076009566443,292.2668107967311,3341.4347413999144,130.31568947346847,8267.578125,352.659421542285,2.304646985512607,1.5450363185842064,3.5607632941325873,1432.8375710855498
e,adult_female,1392.738633326325,2540.1337898430234,4199.685963469181,126.40469899350464,373.7707656218805,516.5066219619289,1138.4394615498911,1629.9873249396624,3000.573451971362,1609.9531519683023,3109.822098810845,5203.900862696394,228.67563334879586,48.03721904810532,203.38983050847457,400.0,196.61016949152543,0.3072916666666667,24000,-27.293344,73.22737,38.93008,12.467807,-29.935495,6.4472647,-4.250518,7.22282,0.045649514,8.811893,-1.4795077,2.979287,-7.8518505,10.049235,-11.816361,6.686739,-8.033941,4.5211663,-1.5840714,10.375577,3.4804773,9.291673,-1.4400775,3.781407,-6.0193696,7.717902,3677.950693700953,187.78991118811237,3242.3763787270796,49.403763098818246,7779.6875,252.67852213212544,1.823840977094414,1.6533325843945863,3.015415716184255,1403.473665071428
a,child_7yo,1150.3006249751277,2363.957165482005,3858.752008905642,145.28079630395584,168.8170048913928,229.40467484996486,949.0544177262904,2005.3512086769304,3576.3646190774148,1455.7817693765924,2579.2467253164577,4306.523720727192,227.38633962871938,5.97389576329581,220.1834862385321,237.62376237623764,17.440276137705524,0.22854166666666667,24000,-6.1589885,16.234507,31.02282,10.105596,-27.685902,5.655502,3.2126434,4.0756564,-7.674249,5.0730553,-13.059778,5.094267,-3.1908934,7.190832,3.781886,7.603976,5.120808,3.4669836,-3.445255,5.9531755,-9.98442,2.9414568,0.14264454,7.94226,2.4338143,4.0184407,3991.7532709394077,194.1690545593433,3245.8050452575767,71.44071323031108,8157.315340909091,288.7172140645322,2.055077702433761,1.6323273810753893,3.35455960392013,1354.2256919652573
o,child_3yo,1361.965950589871,2636.1360177700103,3938.800134672971,149.42091698812536,174.80672676841021,144.4186786144121,1240.3321074825085,2392.2231861400032,3675.2770882262557,1853.2764011217298,3143.440550384551,4128.86048024418,441.3044485265366,179.68585054458555,129.03225806451613,600.0,470.9677419354839,0.377,24000,-264.54407,283.88943,23.389423,19.886366,-18.162407,15.172866,-0.50498074,8.83353,-2.686202,6.130184,5.1411343,4.7612705,4.6018023,7.7272854,4.291034,5.1732326,-2.2010572,3.1657467,-0.92076564,4.591602,0.33430514,2.9728203,1.2135727,1.881144,-1.4165484,1.6514852,2392.5796899808656,1918.6901016046968,1930.5534184769058,1543.4167892431842,4793.619791666667,3826.4155785994617,1.9355373874275585,1.4941566399160713,2.891996039230692,1288.41709204155
a,child_3yo,1158.8658569098768,2604.9590517238066,4030.9039163655584,189.74323579765368,303.0033281661566,347.9629228086059,742.0772107714,2190.1403369964323,3128.954340136909,1530.7846664770282,3393.90758825621,4687.205206439438,240.7981526763989,21.775660884106824,128.3422459893048,252.6315789473684,124.2893329580636,0.31133333333333335,24000,-9.729959,42.82459,30.746145,16.827011,-15.986029,7.861793,8.2233925,2.868555,-5.003167,3.1460586,-1.3097211,2.6385617,0.37783623,0.9578043,1.5582001,2.4882383,-0.977928,2.7466483,-7.51203,3.4050324,-9.835414,7.9263325,-8.3980465,5.416593,-4.8920197,3.264553,3996.812890807026,507.11738701249953,3299.560275635982,76.27241123378253,8175.0,544.3827137800207,2.2478521014243587,1.5473962685509957,3.4783179539985665,1436.019029727841
u,child_5yo,1404.7533994438684,2795.9241791337304,4207.936949789481,285.5804741804554,565.9306545905928,526.7727705715524,818.4528938141628,1579.810379940952,3111.201772911437,1834.0765611167715,3519.376879217579,4886.461215008955,257.71550624007074,4.4675146086221345,250.0,266.6666666666667,16.666666666666686,0.15083333333333335,24000,20.13582,34.03745,32.73388,15.554771,-16.832478,6.494066,3.3265734,1.7432832,-1.3389318,3.1625543,-3.2992532,1.8257012,-5.0397024,4.3369703,0.42432165,2.844865,-2.6181045,2.0094354,4.2999334,2.8880436,1.1168325,2.159314,-2.4344244,3.1448104,-3.808314,2.368427,4100.517245343006,304.6416995066293,3346.0018910332656,47.82637995663927,8390.625,222.11591509013513,1.9903309579037975,1.5050254156367142,2.9954986771737824,1401.5917751728066
e,adult_male,2185.9321137175443,3039.876632327035,4307.521363366657,429.56409352066373,438.76346127404133,229.19963588305697,356.4245031144125,2312.742486205489,3731.549055812624,2408.4940655747855,3737.739901887875,4658.819242721456,128.10503012470045,2.9267835788777843,123.71134020618557,131.86813186813185,8.156791661946286,0.221875,24000,-37.328068,33.858257,34.77299,14.309997,-20.15528,7.49839,26.972673,4.745582,24.706654,3.043147,-11.325537,4.455829,-17.47951,3.509032,-0.16072421,4.6670384,5.4357395,1.5094444,-4.472859,4.621915,-5.797866,6.539503,3.844149,3.72354,1.6696228,4.2510686,3937.0699604334586,458.6526298803849,3242.17682919435,169.92713069861435,8033.735795454545,851.9277533359591,1.3906546380149083,1.4170053210577944,1.9705650218208262,1060.7946248245564
o,child_5yo,1432.133464385715,2832.212681306373,4203.742563885657,91.2078324080738,358.80831440983815,163.33227476500684,1280.26342649471,2066.727944639341,3798.6992077781533,1628.1247464090236,3552.985768783075,4419.0100074774,339.42108069359335,163.17814779571518,220.1834862385321,600.0,379.8165137614679,0.33808333333333335,24000,-149.46997,240.24583,11.837688,10.669897,-18.442234,12.580513,-5.2505546,4.959142,-6.5145006,5.5111246,6.5434923,5.938522,5.4928675,4.6957555,-7.2442665,5.523964,-4.597434,3.23688,1.688547,3.625498,-3.4463625,3.8150148,-1.3801012,4.64527,-1.2163713,3.4759812,3781.5815712437297,1884.6525753518151,2702.2266725212994,1300.0470101268186,7234.130859375,3513.6462174094263,1.9776178350257279,1.4842609072517317,2.9353008420124924,1385.8045497499709
o,child_7yo,1175.250905667716,2575.2311419594203,4194.126725480241,250.4059003742425,279.69586623881617,409.45503494608965,620.0378874463255,2219.4079003329903,3651.4870445518145,1416.9422537443675,3259.7945448805053,5061.34334824371,262.8428325721855,9.123151704846732,252.6315789473684,282.3529411764706,29.721362229102198,0.3010833333333333,24000,-11.8091,56.04226,28.588915,10.162198,-7.4360976,4.7681966,-4.7128863,5.6654987,1.8230103,3.7971387,-6.4806514,5.807913,-4.614374,4.3945894,-6.0813313,5.731516,-4.433122,6.9674315,-4.958028,3.2847738,0.8309269,3.759236,2.1267645,2.968185,-1.6430115,3.85039,4507.046697291801,671.0351600348476,3652.6430109837897,138.39418866094542,9356.25,766.4313355986301,2.19121817268144,1.6286408847514358,3.5687075034393247,1509.4379099062621
e,adult_male,1356.304033762777,2601.207592066103,4054.2069389142707,111.85917075584908,442.83560031002185,629.9407736113099,1128.221443747354,1795.0484217047767,2882.6725277952078,1630.622736067817,3410.202960421656,5111.179597757149,152.49954529995355,95.880117544209,111.11111111111111,400.0,288.8888888888889,0.2723333333333333,24000,-20.315067,69.5194,64.49744,10.269978,-24.99861,4.6216407,-5.516909,6.0805855,2.549719,3.694011,3.1876757,2.9315672,-4.595723,3.793151,-9.693763,7.207723,-10.521325,10.721614,-8.968153,3.5508614,0.6046581,4.2618933,1.0123674,4.329361,0.5214237,3.002909,3377.1513278228254,214.03774188020745,3190.8381266873253,69.07001854863809,7321.514423076923,319.51774870747045,1.9178646729005193,1.5585864624107415,2.9891579159185544,1348.9514525757468
e,child_5yo,1217.161493714233,2601.4425205252173,4120.11212058805,205.7901302704231,200.75219128473117,199.3534303026254,953.9865136879791,2261.2998269674413,3855.6249168157806,1526.6480871886013,2880.4892203408167,4581.050618048265,255.34549129315403,12.77925072102684,240.0,292.6829268292683,52.6829268292683,0.21075,24000,12.876248,36.97424,21.069534,7.120479,-18.133,2.6531646,4.2981644,3.8950026,-3.0442696,3.566423,2.1999493,4.035505,-5.129148,2.3151212,-0.96472263,2.7118547,-2.6914363,2.9000237,1.0846024,2.1408908,1.6717914,2.7319944,3.5279968,3.0299299,-0.10372655,3.0108905,4363.7873330883385,208.9827663526786,3334.66444347392,87.28620833336652,8547.65625,165.57892932356307,2.1373026783707862,1.583779802198444,3.385016813188288,1451.4753134369084
