vowel,category,F1_mean,F2_mean,F3_mean,F1_std,F2_std,F3_std,F1_min,F2_min,F3_min,F1_max,F2_max,F3_max,F0_mean,F0_std,F0_min,F0_max,F0_range,duration,sample_rate,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,F2_F1_ratio,F3_F2_ratio,F3_F1_ratio,formant_dispersion
u,adult_female,1129.8837784344507,2364.0497694032747,4009.4218364644967,225.19239135189227,373.76134082297796,364.7700907996751,842.2745887862942,1648.5339163376932,3629.5396220529974,1546.7730595264907,3042.2907331695747,5207.1467161185,205.78670790947453,49.436511792930794,72.72727272727273,400.0,327.27272727272725,0.25183333333333335,24000,-15.099444,77.6691,36.139294,8.492047,-19.182428,4.6282597,-0.99057007,5.794019,-6.351994,3.5237947,-3.4191325,6.132503,-10.166952,5.598971,-4.1865897,6.245255,1.7607484,2.9999263,3.8173847,6.049657,0.22888488,4.777626,-3.4518807,3.988137,-1.3450555,2.6574798,3968.252503015263,289.54462486345244,3327.107590775416,78.10202985040505,8196.2890625,295.5533776007821,2.0922946364261157,1.6959972198371023,3.5485258864587728,1439.769029015023
e,adult_male,1313.727164862763,2773.7992840943607,4038.8559624849777,307.8172103047832,703.5288583551296,494.95134259867103,769.9872564360313,1343.3145550103227,3240.539779223742,1693.8390276051398,3672.5593569755874,5093.501152084448,86.27821041685226,3.1773768595998795,83.04498269896193,92.66409266409266,9.619109965130733,0.21408333333333332,24000,-11.991217,35.335014,91.45756,5.0278296,-8.542586,2.1134098,-1.4008225,3.3684738,-0.8544913,4.1464653,3.9641988,3.9245417,-7.145433,5.833785,-21.141047,4.810836,-15.487492,5.14422,0.6777037,8.058998,6.1538496,3.8123329,-0.94149107,4.6475825,-2.176447,1.6078322,2845.032389384613,125.83114788078255,3078.818069956145,67.08828555819375,6410.15625,313.09425032738653,2.111396763561727,1.456073619185339,3.0743491270555348,1362.5643988111074
e,adult_male,1850.084095341893,3234.5450839112896,4510.308397145274,362.02384475123046,466.83945116267216,378.90556170695254,800.606930971396,2171.961339730599,3857.9088842886854,2063.1368016482984,3855.674396884976,5400.143702642286,66.85192750496672,3.6977300998161624,62.236292773159256,74.6566661597919,12.42037338663264,0.22025,24000,-15.964276,44.361477,63.65236,6.312126,-10.527138,3.2046351,18.529692,2.891377,15.936847,1.9790245,-3.6126723,3.6655865,-13.455787,7.165059,-7.679231,5.159758,-1.1688628,4.4887533,-0.4965974,3.9955993,-13.678527,7.3806114,-7.2931337,7.474561,-0.02645822,3.658087,3474.6275826076107,123.92618203985583,3239.720890476109,46.4261693947772,7633.167613636364,301.65142420442993,1.748323274631227,1.3944181577742305,2.4378937198050856,1330.1121509016907
e,child_5yo,1427.2324197220787,2628.626932243436,3975.5899727972383,136.6242120989401,248.3801433215251,212.12716185522814,985.7223600223717,2038.194181120763,3469.174233288803,1564.9640028381496,2922.7529221155937,4292.556321051433,254.83261225718832,89.62832908913802,126.3157894736842,600.0,473.6842105263158,0.21066666666666667,24000,-3.8029265,25.638075,29.735126,21.262325,-21.275915,3.8732643,4.364435,7.204482,-3.0386033,2.3755417,-4.2009573,7.753665,-5.390632,7.4073005,-1.1619507,1.8590775,1.009633,1.4496518,-1.3450036,3.0188656,-1.5223081,2.9182308,-3.8079486,5.975443,1.7399664,2.8641622,4302.17693888171,468.75492138306294,3317.777235048482,64.90697985757531,8545.3125,579.9490860263619,1.8417651504548234,1.512420771480196,2.7855238697362235,1274.1787765375798
a,child_5yo,1288.7560315499952,2589.8319516558668,4270.125541780061,197.94401828880274,202.7704939679486,225.55579246614113,832.8729709518038,2381.6572854098677,3833.4220540764154,1693.1269449774438,3175.56011585988,4768.5496926345195,236.65379581805647,25.7929610637681,125.6544502617801,252.6315789473684,126.97712868558831,0.24370833333333333,24000,31.533714,43.47418,38.309616,8.95528,-15.093835,9.10469,5.158874,5.3235517,-1.9636186,3.7211437,2.9636161,5.0966687,1.4863669,2.4576328,-0.71520615,4.298088,-0.14834411,2.478334,-4.719604,2.4297395,-5.3000484,2.5721014,4.065961,5.439153,-1.2672815,5.7263637,4143.969201603598,186.6801875804005,3338.404973086084,87.88929235998029,8419.921875,232.63514374965334,2.0095595196098204,1.6488041006096406,3.3133699763518107,1490.684755115033
a,child_5yo,1251.5409309106988,2519.3347407471315,4046.0621081179133,92.10167867147736,192.4699184626896,175.2274452167684,1027.2681472346958,2028.664329855244,3641.4825826941324,1410.659639629047,2905.8624781706003,4308.7672859194345,244.25783650938573,31.866988063297278,122.44897959183673,296.2962962962963,173.84731670445956,0.213875,24000,30.814863,29.728525,47.165836,15.528794,-20.991655,7.043687,-0.51393294,5.6774664,-2.52416,2.0736234,4.142566,6.668731,3.130301,8.05045,-1.291629,7.107622,-2.7419546,5.1124663,-5.0375996,4.521565,-1.8013462,2.2841394,4.579313,5.0257406,-0.9739349,4.748347,3819.000809327768,386.195660243633,3263.1320171479633,62.28023455520573,7942.116477272727,578.1533560445968,2.012986294354678,1.606004173513686,3.232864389959462,1397.2605886036072
e,adult_female,1186.098362939773,2656.45049330218,4066.500918547299,253.95950502855604,426.7892190132463,412.87971719788453,895.4732285086014,1762.6076846576752,3495.118805431984,1912.0266377698038,3613.190872674327,5385.4564400042445,210.91843995362458,41.62286651663725,114.28571428571429,400.0,285.7142857142857,0.2881666666666667,24000,0.056880098,42.120674,34.77242,13.383281,-20.245045,5.0183263,7.32365,4.667052,-2.3147664,4.587003,-11.884766,7.639523,-5.625095,4.1216965,-4.990014,1.8267748,-4.5420184,5.090029,4.262256,3.7019463,0.4898036,3.2091057,-2.5433545,3.2116036,-2.5398,3.3335288,3990.954322008275,222.788137651556,3320.4693452422357,54.57559567541864,8316.964285714286,290.02184984871116,2.239654464000864,1.5308024481541584,3.4284685365119123,1440.2012778037629
e,child_5yo,1113.325258747038,2857.4931534305633,4316.876779330563,166.2082256604627,524.9383817236611,278.9581045677908,851.4516244704455,1818.367759058246,3682.977928582429,1395.536582709304,3713.6692818162733,4742.373522516737,267.7405380025917,23.710603696420772,222.22222222222223,292.6829268292683,70.46070460704607,0.2345,24000,-1.3783432,18.770027,32.267967,10.757677,-11.352088,9.174783,-3.6178741,5.6060524,-11.726077,5.072199,1.2486236,2.7320051,2.7912977,3.8162606,-4.9286127,4.304576,-3.6811984,2.6409109,-3.0726326,4.6523366,-2.7857828,2.690546,2.8527582,3.3540301,-2.355657,1.6483201,3968.9693427156903,422.53494491674024,3439.517386434048,120.27588182506516,8373.579545454546,614.9296858425971,2.5666292316465107,1.5107216527003529,3.8774623547020535,1601.7757602917627
i,child_5yo,1247.8072635199867,2800.400695625932,3899.592622741894,236.66219359350967,126.65319024407869,168.44970594007867,628.3317914798849,2625.282282703236,3438.565226415588,1534.511923807483,3128.115255378814,4217.575257229973,292.59528076073036,76.97479856671917,269.6629213483146,600.0,330.3370786516854,0.19358333333333333,24000,-25.480755,66.065544,14.2039585,15.014655,-13.554486,7.9188566,7.7754774,4.1623373,-2.7056682,2.5114503,-6.4132853,4.218996,2.99017,1.6099389,-0.30112946,3.496891,-4.9104285,3.1230373,1.2324288,2.8438,-1.653424,1.7024359,-0.9040181,3.0697205,-0.67152584,1.377158,4647.6368048899585,386.6878142516349,3432.395630681179,60.37134059562666,9111.328125,377.81838840789715,2.244257408573,1.3925123746872503,3.125156213421443,1325.8926796109536
o,adult_male,1127.3137574567857,2566.832050748113,4001.445315199982,303.91798714511987,539.5518055671048,428.4744757733324,647.1517527815803,1328.077321975599,3140.369823994585,1890.5519820203795,3756.782510563787,4876.685099988659,163.97978042019022,85.64469645997876,122.44897959183673,400.0,277.55102040816325,0.22141666666666668,24000,-27.036377,125.98884,68.78835,10.138864,-4.7526383,7.7537627,9.61824,4.276019,-1.824758,2.9969227,1.4623477,5.202053,1.3202147,2.9247663,-2.4411995,2.5697114,-4.9639697,5.0559816,0.9423783,2.4801486,-3.202217,5.863061,-3.882373,5.369141,-2.9412673,4.4109654,3377.1782567291402,291.99344140687356,3250.7863823061143,64.06113357546667,7453.125,488.64900923449363,2.2769455564339722,1.5589042197107308,3.5495400359765172,1437.065778871598
i,child_5yo,1400.5237837232694,2863.43329522735,4391.7603855871275,104.13250998772062,451.5284110360596,508.4029721658073,1201.9944848265595,1513.9340620887492,3434.7382044225287,1562.395281293038,3489.122185255599,5169.148274926359,288.26866234788565,5.489637041129008,282.3529411764706,296.2962962962963,13.943355119825696,0.161,24000,-7.8891115,60.083958,25.056572,7.554284,-13.755311,3.7046187,5.154915,0.959304,-2.9575582,1.7621113,-1.8827894,1.9975467,-2.5907872,2.1315522,-5.428813,1.538283,-6.0490646,3.923409,-1.8127944,3.0821111,0.92631125,1.8906959,-2.162478,2.3967938,-1.9338529,1.4562736,4189.815980480475,365.88035474734556,3428.579404541008,66.75758241924353,8638.18359375,455.61821449784264,2.0445445686148647,1.5337393725592032,3.1357985038366896,1495.618300931929
e,adult_female,1115.9159245274886,2761.6366815454408,3768.470098965008,267.11740379294883,141.88248226188085,314.62113284523343,797.1762154032812,2564.538622990116,3409.2972191007475,1827.602608959869,3000.7675518703636,4530.652154491386,252.12154886271406,59.409160676578765,222.22222222222223,400.0,177.77777777777777,0.3057916666666667,24000,-50.77295,162.07977,14.40303,14.020241,-13.296522,7.2340612,14.958724,6.7127013,-1.1431786,3.7355025,-8.425462,6.2638555,1.0145909,4.5547204,1.8982538,4.1629543,-6.110182,5.4558344,-5.2731204,4.085349,-3.769957,5.4020658,-5.661402,3.3822913,-1.6358433,1.1242878,4195.985251198784,1190.534570739865,3138.293899720886,840.2608925974538,8253.125,2231.8336727831556,2.4747712805647057,1.364578521189157,3.3770197343143824,1326.2770872187598
o,child_3yo,1184.3355209997399,2572.834574469228,4086.2395506777666,193.338542309191,306.9599171611567,319.2568475407937,784.993630760371,1809.7835641931742,3349.443496846155,1659.349534381962,3439.696547187052,4891.07971887415,189.69492623208117,6.085527927327412,183.206106870229,210.52631578947367,27.320208919244664,0.4514166666666667,24000,19.040956,32.130974,51.74845,6.693249,-12.775659,10.682929,-4.896611,6.8000274,1.2874709,4.164608,3.8681014,7.895811,4.3793797,7.04281,1.4431808,3.1597774,-4.1227384,5.2290425,-2.3872824,2.046409,-3.0816636,4.62192,1.1177317,3.2978714,1.024166,2.9961252,3865.2802310678935,159.6987855671001,3453.696801608777,117.95792752932671,8454.01278409091,360.2211271505142,2.172386565166437,1.5882247507190594,3.4502381109268985,1450.9520148390134
o,child_7yo,1376.97677338228,2703.795319207397,3925.303213519309,78.35292512951736,201.96226526717183,311.8443185122174,1242.1192459249655,2331.9173643325266,3129.3151406286233,1487.9343122272435,3083.2944395870863,4249.769178182817,480.0456853352416,166.95186629631192,128.3422459893048,600.0,471.65775401069516,0.2819583333333333,24000,-310.59225,291.27573,22.67839,20.43708,-13.271116,12.047507,3.1390364,4.8977327,-0.4307721,1.0738628,-1.0857602,2.1548727,0.94996214,3.454169,-1.7174805,3.9152827,1.2656128,3.9619358,-1.3895769,3.7033916,2.272353,3.2132075,-0.971856,2.1971138,-1.081576,2.5063372,2337.7828600870134,2027.8681482200507,1891.9176853954018,1639.505712930331,4783.761160714285,4156.099109213982,1.963573657503344,1.4517752825572574,2.850667701443905,1274.1632200685144
o,adult_male,1190.7233024621248,2701.7529329316726,3938.7091487045523,180.42154328611275,175.43291730215236,263.97821551013163,990.7851870049577,2410.8282742429974,3363.9658873507656,1535.8418734942934,3138.9865348768276,4573.936664170111,141.46909383368336,68.55744000692845,113.74407582938389,400.0,286.25592417061614,0.23725,24000,-48.576122,78.13831,56.586376,12.520177,-28.315735,4.7830825,-3.553194,8.721525,-12.89614,9.936337,-7.847194,7.0507145,3.200776,7.915339,3.0015152,3.5114133,-2.6885998,1.8611798,-2.344456,3.7310464,0.55315536,3.1758027,3.1748285,3.1133795,-0.3812743,2.1413627,3530.00763851909,347.2893175045122,3111.526368531356,70.28545795632677,7250.9765625,434.86208603936916,2.2690014777951415,1.4578346897288859,3.3078290653758637,1373.9929231212136
e,child_7yo,1228.3993859245988,2740.494103224454,4139.064658839715,166.04272058437334,487.53541094283156,315.0567522148617,909.7447723481761,1670.4229527287646,3760.3679369548486,1601.4197966099598,3739.671066701626,5237.600621549694,265.0974802609403,13.817768755295786,247.42268041237114,307.6923076923077,60.26962727993654,0.236375,24000,9.448592,58.11159,26.615534,16.368572,-15.156863,5.046685,2.5063255,8.654267,-5.535785,2.835178,-1.4312216,3.2274613,3.7745306,1.9319488,-2.2449853,4.32624,-2.9002216,2.9401743,-0.74634737,3.555156,-0.6847765,3.3799114,1.1718391,4.2073183,0.58326656,3.218425,4302.579277097263,653.5829027295689,3409.376973149752,100.42749664954317,8679.6875,779.3531660434023,2.2309471452248593,1.5103351815169783,3.3694779615379726,1455.332636457558
e,child_7yo,1197.79898891269,2795.9879303608686,4155.132783600017,177.63460750551184,465.66549164542727,453.4497772435718,944.7303957173459,1474.2668609332445,3326.7157793666356,1554.9736540724366,3393.7442484988233,5197.217643046568,237.63308524463847,8.667969580993754,224.29906542056074,255.31914893617022,31.020083515609485,0.26016666666666666,24000,0.9832089,36.929314,29.60957,6.3855295,-12.46662,8.9126835,7.4808955,6.594919,-1.6033504,4.8579774,-7.9088955,4.074241,4.889069,7.0961742,-3.6404796,2.7934394,-4.9063396,1.9940267,0.51887184,2.343656,-0.18897663,2.2233996,-1.1714891,1.8522912,-3.0983217,2.695822,4324.705007606056,379.16588094610955,3499.440216788473,147.8660383828723,8961.23798076923,570.2475873936289,2.3342714063391767,1.486105407852647,3.468973360356454,1478.6668973436635
o,child_5yo,1342.3554331161606,2516.0484005958738,3962.7737391489186,313.55470600497745,400.45127375086247,342.42244346093344,750.1540379536509,1015.4408037094577,2700.8980637057075,1941.4542605755178,3389.803199278971,4521.311465528532,287.738770596979,88.40559154186853,258.06451612903226,600.0,341.93548387096774,0.28808333333333336,24000,1.0729523,53.059254,31.961084,11.895054,-17.261503,3.9353383,6.936921,3.1821928,-1.4295368,3.01039,0.297275,2.7845001,-4.2795787,4.435803,-1.6262043,3.0144494,-0.10313616,2.383635,-0.8407133,2.2024536,-1.129705,2.7641969,-0.49398348,2.3393235,-2.2120137,1.810071,4109.88071523962,458.14557369810905,3309.8447010886935,98.7359283486492,8278.45982142857,479.1749706976027,1.8743533482447996,1.574999009641634,2.9521046672040403,1310.2091530163789
o,adult_female,949.447992456977,2685.3131397185916,4250.9420838681,127.94082680670522,167.59119586650186,426.5115182461339,851.4562617196591,2350.3016608917565,3229.3198023661325,1490.8930400104175,3092.3851339638286,4899.201980024318,200.86241892730735,43.53104968728217,186.04651162790697,400.0,213.95348837209303,0.240125,24000,-18.113743,48.025627,55.880955,10.838048,-10.486904,8.070542,0.839928,7.483113,-8.610806,3.5699904,-9.608977,4.2549114,-2.881614,4.961097,4.3923035,2.6497228,1.36754,5.447664,-4.3342414,1.9100137,-0.84963655,3.9219918,-0.34194174,1.9267851,-4.7695255,3.6663373,3418.900488956607,207.9234460965436,3332.1568592907984,80.58900180295983,7735.3515625,406.80715062581305,2.828288817346963,1.5830340309263071,4.477277447148561,1650.7470457055615
o,adult_male,1096.889311100215,2682.3854761934017,3622.5632011271405,99.67388749083257,224.97892742905924,621.400413533388,1011.9598514790059,1933.1091658830146,2603.70771195693,1331.0909650406188,2883.4791844554547,4707.7440284306795,105.7033543452687,4.527748152114982,99.5850622406639,113.74407582938389,14.159013588719986,0.17654166666666668,24000,-19.78966,36.131218,73.48866,8.049587,-24.697668,4.8915715,-19.924202,9.435535,-22.11315,13.151697,-9.917841,3.964447,6.802755,4.3694835,11.10076,5.752302,-0.5767602,2.973856,-3.6781778,3.3736439,4.8654175,3.744782,7.019996,2.5312176,-3.0810688,2.2161715,3126.8460251865054,196.05154433294342,3090.2818358053173,39.38421083583501,6929.6875,414.90921682113185,2.4454477302754305,1.3505006022728523,3.3025786325637485,1262.8369450134628
u,adult_male,1100.2937005550878,2893.9929790842543,4075.6065883515935,321.1926427503914,229.8983708896524,594.2350155065294,677.6300428691858,2571.1627966545607,3253.9462583089216,1628.5350034329556,3470.920910892039,5572.852990717048,183.87846290562734,112.91647098660053,121.21212121212122,400.0,278.78787878787875,0.18379166666666666,24000,-78.59734,130.47757,36.1555,22.166422,1.2279888,16.699457,4.0495005,4.884953,-7.3702817,7.719962,-1.876503,3.438472,0.70803,5.4377303,-1.048925,2.6203601,-4.263504,3.5030072,-1.38821,2.8716161,1.5949315,2.6909192,-3.1323538,2.428018,-3.323595,3.3860228,4440.639360563064,735.2354733220433,3505.941974408125,132.5810016404708,9001.302083333334,576.2068168547909,2.630200443412756,1.4082987131645486,3.7041078998230095,1487.6564438982527
e,adult_female,1062.1040286031862,2704.36749295277,3917.704012343561,277.5356734380864,294.05323121034274,378.5759626964738,693.9416129044905,1831.3778520901933,2965.8668313902963,1512.2057425183104,3240.309597372908,4533.793409635123,229.54550135639138,64.51997090574187,201.68067226890756,400.0,198.31932773109244,0.25783333333333336,24000,-80.28219,155.06075,24.354343,13.613287,-13.952846,5.6800303,10.685545,5.7446394,-3.4384024,3.947005,-4.124405,8.362701,0.35448676,3.997652,1.2190588,2.6116548,-4.5922203,3.0195606,-3.1109025,4.741783,-6.1749907,4.2655406,-3.4224293,3.7914906,0.30267206,2.7915,3717.3274956026194,1127.5763150622895,3095.130338692026,910.0565376322761,7719.0504807692305,2280.657945976828,2.546235980772418,1.4486581511398091,3.68862550827143,1427.7999918701873
a,adult_male,1376.1692491371018,2617.3835797093957,4056.527584367411,237.93741874787395,228.47573088736442,192.7678161673547,1044.1335509676649,2223.8620393526453,3640.401880063739,2154.946597474571,2984.8081313181196,4405.921395206316,133.1489663396205,80.91926395084445,62.01550387596899,400.0,337.984496124031,0.3225,24000,-113.221245,87.72262,48.26113,19.51623,-22.681091,7.9864597,3.6610403,6.5715246,-0.21031052,5.4422984,-3.6951826,6.981436,-8.365953,6.781205,-2.520568,5.0130405,-0.7183895,5.352315,-1.045398,2.6494093,-0.6352567,1.8208731,2.312696,2.634699,0.53779453,1.7093174,3943.9711183646814,604.7134777158259,3187.0161494314034,161.4567596759832,7888.18359375,818.352237205969,1.901934359709441,1.5498406942775278,2.947695268522365,1340.1791676151545
a,adult_male,1397.565953450855,2793.852322337477,4265.96099028837,442.9130737134606,491.64177516598573,691.3562898575192,279.16532943917866,1898.4025244400882,3272.503309320713,2085.8578985311956,3490.4510035962717,5535.050656707453,64.44870117272846,2.4594809995678326,60.353096046821,67.58579549569463,7.232699448873625,0.22370833333333334,24000,-47.53561,45.031162,70.375656,8.942318,-13.878895,6.2166677,9.550269,7.847358,3.2157462,4.9061456,-9.241427,5.1179647,-9.61995,6.093783,-6.2417526,4.426167,-4.5476327,4.5398984,5.214137,3.9911206,8.096252,5.35418,5.8198314,2.3621628,10.359005,5.685442,3343.1852448917343,178.55503281571293,3166.288862439961,87.54394039456368,7221.946022727273,314.4506686707872,1.9990844191924728,1.5269099788063436,3.05242194814127,1434.1975184187577
o,child_3yo,1154.5990464340844,1881.9413743278305,3915.5651778350975,133.5530364929194,483.2306060461197,241.90009449142735,925.9368956030479,1163.5515448229005,3344.6677994445145,1499.646338893489,3510.5806999158794,4370.946867976732,243.7815431284959,54.693242888115364,187.5,600.0,412.5,0.6114583333333333,24000,-100.57604,63.192276,65.98988,12.046615,-29.267313,8.135724,-28.849524,18.726706,-14.47983,9.719356,10.96938,8.476333,8.88107,8.749093,-5.0089006,6.6126885,-7.549751,6.060548,-0.7107009,4.436689,-1.9471368,5.5183682,-2.5154881,2.8554525,-4.8302765,6.310386,2872.5827266077786,532.5397690416903,2937.3611457750308,230.11774226834177,6156.788793103448,1202.187749008807,1.6299523026111125,2.080598913041918,3.391276989122852,1380.4830657005066
e,child_5yo,1405.959982242101,2555.395256542741,4189.686777114004,338.45555040609514,567.624926147079,556.0190385270962,900.733155786154,1697.5453626571407,3348.5088201392527,2062.54020693902,3653.219903149194,4991.76147674033,234.15905102953906,45.209083232013214,121.8274111675127,470.5882352941176,348.7608241266049,0.36475,24000,9.750194,41.34085,33.916935,8.983415,-17.772974,5.671313,1.6968693,4.2872934,-1.3584534,2.919962,-3.5645535,4.8396287,-5.586821,5.256677,-4.828553,4.070791,1.680519,6.933656,2.464347,2.348821,-2.423103,3.4123306,-2.5443459,1.7546896,-1.3159502,2.3059516,4024.2853147331316,359.44754633708084,3387.5783894106007,71.53507225158333,8486.328125,398.1166370417759,1.8175448012877453,1.6395454935540332,2.9799473882838834,1391.8633974359516
i,adult_female,1040.418128437275,2297.224657672236,3958.78653779774,266.7002793093756,415.73236609985554,432.96288450833333,788.2902142681326,1690.306024927173,2843.3309844758737,1650.8639706500358,3419.864756971166,4689.553964465165,193.16711928670193,2.901195043534508,188.9763779527559,198.34710743801654,9.370729485260625,0.24266666666666667,24000,-24.479986,41.591095,35.346394,4.0421143,-12.260071,3.3607605,1.0550975,7.1009984,1.935408,3.4836917,-6.0609303,6.157656,-11.66141,7.16428,-8.737187,4.896243,-0.7855535,2.8964722,1.8689278,4.651652,-0.35493514,3.2721066,-3.150637,4.1021905,-4.950808,5.360274,3994.1455062899236,298.10739284847386,3507.857245256688,108.93172063049998,8659.1796875,499.78919353670926,2.2079821514862537,1.7232909826978589,3.8049957316140786,1459.1842046802326
a,child_7yo,1455.766191679908,2673.525018124885,4146.604147971492,243.65554217046764,227.60839463884074,274.23767432142904,1146.0959146640175,2308.761601732772,3697.7229516642055,2274.734796972029,3032.4239909093963,4840.025862429114,398.03481784065735,157.12340681605497,250.0,600.0,350.0,0.26175,24000,-207.30312,295.64392,13.776841,10.460043,-16.459373,12.481387,1.6013794,5.086187,3.5662155,4.2491813,1.8722793,5.187699,1.3064301,6.6199,1.1672486,3.6371603,0.016993668,2.7648063,-3.731442,4.1231494,-2.26734,2.7391934,1.3559587,2.599858,0.5134103,0.9171007,3586.9913855638497,2011.7922774948302,2611.5342342196573,1431.8058186661199,7038.461538461538,3876.3427970823045,1.8365071488847546,1.5509875987170574,2.8483998128754746,1345.4189781457922
u,adult_female,1183.2265016356341,2544.527491316085,3908.6379323454403,269.73918765579793,243.13745960238265,411.3424045096724,702.771896930667,2057.4251612629164,3201.354912225273,1616.3509113006762,3010.813025339926,4714.953340161596,277.7985577602395,98.84604354940109,112.14953271028037,400.0,287.85046728971963,0.3092083333333333,24000,-172.4035,253.38654,26.060125,27.48086,-9.420904,6.8931866,3.9706507,4.7125397,-1.3476671,2.235883,1.2586116,2.5764587,-2.1312313,2.4099,-0.31176192,2.6554415,-2.3454823,4.581559,-5.232817,5.370306,-3.5394948,4.2451077,-0.56405586,3.9828784,0.13805318,3.792444,3013.711403467339,1911.4507909668987,2453.089988946345,1480.8275400034217,6078.125,3717.0196867332434,2.1504990699571516,1.536095776400438,3.30337253851425,1362.705715354903
a,adult_male,1411.588494553905,2476.5975429732216,4000.1747338849304,302.93265835831096,519.0880003984844,703.2812366644977,748.6997965801985,1781.1860419482468,3273.703208138574,1802.4601059512006,3331.232541683093,5271.717499696939,107.49856302473725,1.9656291542330828,104.34782608695652,111.11111111111111,6.763285024154598,0.20783333333333334,24000,-35.93754,16.926456,58.38772,3.53382,-30.021149,4.915786,-4.6450686,3.4824276,7.1270285,4.535391,-10.937765,2.7754776,-14.987671,3.1184506,-10.470695,3.0419924,-2.9218807,4.775282,11.796494,3.4265435,10.191894,3.748868,2.8915591,3.5396955,0.17783344,3.216021,3492.10398599333,122.64057795246433,3182.472117812055,95.56734736714924,7674.609375,405.660065955879,1.7544755801908716,1.6151896561613373,2.8338108091119567,1294.2931196655127
e,child_3yo,1171.60740063051,2802.4376202076783,4292.619228220462,150.93068631529485,313.7995821428056,306.9553804649132,991.6073948042119,2077.2431234529713,3760.792976889293,1545.4216041429552,3517.147479005101,5084.577738825123,248.00183956658847,133.0884892985644,192.0,600.0,408.0,0.2689166666666667,24000,-65.550674,133.61497,23.750511,6.0256295,-10.136275,3.5000794,5.187038,5.607233,-6.173778,2.2721107,0.41000527,5.9541564,-0.05398721,5.0273724,-1.4574955,3.7185977,-1.2867587,2.9917634,-1.0600697,3.97044,-0.2832084,2.0867949,0.9464499,1.6500267,-2.6392758,0.9467522,4558.49849150361,264.3189953301509,3410.181464038743,175.78218856124354,8953.125,379.5917792447464,2.3919596433920813,1.5317447914870455,3.6638717252130313,1560.505913794976
o,child_7yo,1337.3576210011586,2567.9256224360456,3992.845487246661,168.0760208023311,281.33941486334726,208.35661172553998,1083.1908003914436,2174.226879131935,3709.288158201777,1613.626790643312,3014.005205692012,4405.467214559056,330.82282959598393,152.1032151180182,142.85714285714286,600.0,457.1428571428571,0.194375,24000,-139.23544,252.0094,19.450344,15.153417,-11.713359,10.538419,-2.415088,2.5829027,1.4144838,4.3681593,-1.7296736,3.1383946,-1.969421,2.4638462,-1.2115757,2.546658,-2.1574378,1.786234,2.0939739,1.7016152,-1.2799987,1.6002854,-0.62218326,2.7287188,0.28494263,1.0092089,4276.814074834501,1547.0803737236813,3138.4569503274224,1052.537501102367,8315.625,2837.618303563527,1.9201487934944972,1.5548914082094303,2.9856228614882974,1327.743933122751
o,child_5yo,1282.6255320801176,2540.7410295204295,3974.1760892530224,162.81407503632937,252.270880250406,410.9792758582151,832.8467803034275,1800.229454610525,3375.5323965790694,1483.1060013119463,3046.807086421692,4767.028336707085,285.5728934850745,115.18444177233214,140.35087719298247,600.0,459.64912280701753,0.2936666666666667,24000,-41.870403,91.36363,34.295307,7.9904103,-17.87976,4.260898,4.1059384,3.620375,0.02499543,3.1767662,-0.2030722,2.7186718,-5.0609603,3.91206,-3.0343258,6.6428075,-3.0529869,4.286781,-0.6395977,4.3364086,3.2328575,4.4227805,2.2595239,4.8192534,-1.211549,3.7165067,3950.4334506501546,210.3616875928607,3355.744220782588,138.08106909928682,8337.05357142857,339.2866321063713,1.980890732309019,1.5641799156536458,3.09846949858221,1345.7752785864523
o,child_3yo,1403.93531417098,2656.046277008968,4014.2074405143544,78.6329571443817,136.2898871778127,223.18284434039833,1280.7613994477313,2428.0990224755355,3581.623211980109,1625.0890224759746,3030.0640960297474,4546.8641026878795,458.0917063235053,192.6455712925347,192.0,600.0,408.0,0.5844166666666667,24000,-287.54242,316.12134,25.240353,23.011711,-13.13957,11.255136,2.6390462,3.4524863,0.97555625,4.2507114,-1.7739309,4.3862524,-1.8372105,5.707333,-2.6319897,4.0583854,-2.9721146,3.9132044,0.1555737,4.0674233,0.170895,4.685522,2.319317,3.5096588,-0.74636126,3.4095876,2516.452133577052,2045.1170687888941,1994.8197810861614,1608.3657393903086,5126.953125,4139.563872306931,1.8918580152514761,1.511346950262795,2.859253841680543,1305.136063171687
